id,regiao,uf_regiao,cidade,sexo,faixa_etaria,data_abertura,data_resposta,data_finalizacao,prazo_resposta,sigla,nome_fantasia,problema,local_compra,situacao,avaliacao_reclamacao,nota_consumidor
3530,CO,DF,Brasília,M,entre 41 a 50 anos,2021-10-13,2021-10-22,2021-10-26,2021-10-23,TAM,Latam Airlines (Tam),SAC - Dificuldadede de contato / acesso,Internet,Finalizada avaliada,Resolvida,5
3531,CO,DF,Brasília,M,entre 31 a 40 anos,2021-12-21,2021-12-23,2022-01-13,2021-12-31,GLO,Gol Linhas Aéreas,Cancelamento de voo,Internet,Finalizada não avaliada,Não Avaliada,0
3532,CO,DF,Brasília,M,entre 31 a 40 anos,2021-12-21,2021-12-28,2022-01-01,2021-12-31,TAM,Latam Airlines (Tam),Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada avaliada,Resolvida,4
3533,CO,DF,Brasília,F,entre 21 a 30 anos,2021-12-21,,2022-01-22,2021-12-31,IPM,Itapemirim Transportes Aéreos,Cancelamento de voo,Internet,Finalizada não avaliada,Não Avaliada,0
3534,N,PA,Belém,M,entre 61 a 70 anos,2021-12-21,2021-12-29,2022-01-06,2021-12-31,X19,TAP Air Portugal,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada avaliada,Resolvida,5
3535,CO,DF,Brasília,M,entre 41 a 50 anos,2021-12-21,,2022-01-22,2021-12-31,IPM,Itapemirim Transportes Aéreos,Cancelamento de voo,Internet,Finalizada não avaliada,Não Avaliada,0
3536,NE,SE,Aracaju,M,entre 21 a 30 anos,2021-10-13,2021-10-18,2021-11-08,2021-10-23,X01,Aerolíneas Argentinas,SAC - Dificuldadede de contato / acesso,Internet,Finalizada não avaliada,Não Avaliada,0
3537,CO,MS,Campo Grande,M,entre 31 a 40 anos,2021-12-21,2021-12-27,2022-01-17,2021-12-31,TAM,Latam Airlines (Tam),Dificuldade de acesso a dados pessoais ou financeiros,Internet,Finalizada não avaliada,Não Avaliada,0
3538,N,RR,Boa Vista,F,entre 21 a 30 anos,2021-12-21,2021-12-23,2021-12-23,2021-12-31,PTB,Passaredo Linhas Aéreas,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Internet,Finalizada avaliada,Não Resolvida,1
3539,CO,DF,Brasília,M,entre 41 a 50 anos,2021-10-13,2021-10-19,2021-11-06,2021-10-23,GLO,Gol Linhas Aéreas,Dificuldade / demora para alterar o contrato de serviço (alteração de voo),Internet,Finalizada avaliada,Resolvida,4
3540,N,AM,Manaus,F,entre 31 a 40 anos,2021-12-21,2021-12-23,2022-01-13,2021-12-31,GLO,Gol Linhas Aéreas,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada não avaliada,Não Avaliada,0
3541,CO,DF,Brasília,F,entre 41 a 50 anos,2021-10-13,2021-10-19,2021-10-19,2021-10-23,GLO,Gol Linhas Aéreas,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada avaliada,Resolvida,3
3542,CO,DF,Brasília,F,entre 31 a 40 anos,2021-12-21,2021-12-29,2022-01-03,2021-12-31,AZU,Azul Linhas Aéreas,Negativa de embarque de passageiro (preterição / overbooking),Internet,Finalizada avaliada,Resolvida,3
3543,CO,DF,Brasília,M,entre 21 a 30 anos,2021-12-21,2021-12-23,2021-12-27,2021-12-31,GLO,Gol Linhas Aéreas,Dados pessoais ou financeiros incorretos / desatualizados ? dificuldade de retificação,Internet,Finalizada avaliada,Não Resolvida,1
3544,CO,MS,Dourados,F,entre 31 a 40 anos,2021-12-21,2021-12-27,2022-01-17,2021-12-31,TAM,Latam Airlines (Tam),"Cobrança de tarifas, taxas, valores não previstos / não informados",Internet,Finalizada não avaliada,Não Avaliada,0
3545,NE,SE,Aracaju,F,entre 31 a 40 anos,2021-10-13,2021-10-19,2021-10-19,2021-10-23,GLO,Gol Linhas Aéreas,Dificuldade / demora para alterar o contrato de serviço (alteração de voo),Internet,Finalizada avaliada,Resolvida,5
3546,CO,DF,Brasília,F,entre 41 a 50 anos,2021-12-21,2021-12-23,2022-01-12,2021-12-31,GLO,Gol Linhas Aéreas,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada avaliada,Não Resolvida,1
3547,NE,AL,Maceió,M,entre 41 a 50 anos,2021-10-13,2021-10-14,2021-10-14,2021-10-23,TAM,Latam Airlines (Tam),Cancelamento de voo,Internet,Finalizada avaliada,Resolvida,5
3548,NE,RN,Extremoz,M,entre 21 a 30 anos,2021-12-21,2021-12-28,2022-01-18,2021-12-31,TAM,Latam Airlines (Tam),Dificuldade para contratar / recusa injustificada,Internet,Finalizada não avaliada,Não Avaliada,0
3549,S,RS,Porto Alegre,F,entre 61 a 70 anos,2021-12-21,2022-01-06,2022-01-27,2022-01-14,AZU,Azul Linhas Aéreas,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada não avaliada,Não Avaliada,0
3550,CO,DF,Brasília,M,entre 31 a 40 anos,2021-10-13,2021-10-19,2021-11-09,2021-10-23,GLO,Gol Linhas Aéreas,Dificuldade / demora para alterar o contrato de serviço (alteração de voo),Internet,Finalizada não avaliada,Não Avaliada,0
3551,CO,DF,Brasília,F,entre 61 a 70 anos,2021-12-21,2021-12-29,2022-01-19,2021-12-31,TAM,Latam Airlines (Tam),"Extravio/ avaria de bagagem, carga, correspondência (ressarcimento, indenizações)",Internet,Finalizada não avaliada,Não Avaliada,0
3552,NE,AL,Maceió,M,entre 41 a 50 anos,2021-10-13,2021-10-14,2021-10-18,2021-10-23,TAM,Latam Airlines (Tam),Cancelamento de voo,Internet,Finalizada avaliada,Resolvida,5
3553,NE,SE,Nossa Senhora do Socorro,F,entre 31 a 40 anos,2021-10-13,2021-10-22,2021-11-12,2021-10-23,X04,Air Europa,Cancelamento de voo,Internet,Finalizada não avaliada,Não Avaliada,0
3554,CO,DF,Brasília,F,entre 51 a 60 anos,2021-12-21,2021-12-27,2022-01-17,2021-12-31,TAM,Latam Airlines (Tam),Não entrega / demora na entrega do produto,Internet,Finalizada não avaliada,Não Avaliada,0
3555,CO,MS,Campo Grande,M,entre 41 a 50 anos,2021-10-13,2021-10-20,2021-11-10,2021-10-23,GLO,Gol Linhas Aéreas,Cobrança em duplicidade / Cobrança referente a pagamento já efetuado,Internet,Finalizada não avaliada,Não Avaliada,0
3556,CO,DF,Brasília,F,entre 51 a 60 anos,2021-12-21,,2022-01-22,2021-12-31,IPM,Itapemirim Transportes Aéreos,Cancelamento de voo,Internet,Finalizada não avaliada,Não Avaliada,0
3557,NE,MA,São Luís,F,entre 31 a 40 anos,2021-12-21,2021-12-28,2022-01-14,2021-12-31,TAM,Latam Airlines (Tam),Má qualidade no atendimento presencial ou outros canais (exceto SAC),Internet,Finalizada avaliada,Não Resolvida,1
3558,N,AM,Manaus,M,entre 41 a 50 anos,2021-12-21,2021-12-23,2022-01-10,2021-12-31,GLO,Gol Linhas Aéreas,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Internet,Finalizada avaliada,Resolvida,5
3559,CO,DF,Brasília,M,entre 31 a 40 anos,2021-12-21,,2022-01-19,2021-12-31,IPM,Itapemirim Transportes Aéreos,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,Finalizada avaliada,Não Resolvida,1
3560,S,RS,Flores da Cunha,F,entre 31 a 40 anos,2021-10-13,2021-10-14,2021-11-04,2021-10-23,X14,KLM,Dificuldade / demora para cancelar o serviço,Internet,Finalizada não avaliada,Não Avaliada,0
3561,CO,DF,Brasília,F,entre 51 a 60 anos,2021-12-21,2021-12-31,2022-01-17,2021-12-31,X10,Copa Airlines,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada avaliada,Não Resolvida,1
3562,N,AM,Manaus,F,entre 31 a 40 anos,2021-12-21,2021-12-23,2022-01-06,2021-12-31,GLO,Gol Linhas Aéreas,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada avaliada,Resolvida,5
3563,NE,RN,Natal,M,entre 31 a 40 anos,2021-10-13,2021-10-21,2021-11-11,2021-10-23,GLO,Gol Linhas Aéreas,Cancelamento de voo,Internet,Finalizada não avaliada,Não Avaliada,0
3564,NE,MA,São Luís,M,entre 31 a 40 anos,2021-12-21,2021-12-23,2021-12-25,2021-12-31,GLO,Gol Linhas Aéreas,SAC - Dificuldadede de contato / acesso,Internet,Finalizada avaliada,Resolvida,3
3566,CO,DF,Brasília,M,entre 41 a 50 anos,2021-12-21,2021-12-23,2021-12-29,2021-12-31,GLO,Gol Linhas Aéreas,"Cobrança de tarifas, taxas, valores não previstos / não informados",Internet,Finalizada avaliada,Não Resolvida,1
3567,S,RS,Canoas,M,entre 41 a 50 anos,2021-12-21,2021-12-29,2022-01-19,2021-12-31,TAM,Latam Airlines (Tam),Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada não avaliada,Não Avaliada,0
3568,CO,DF,Brasília,M,entre 21 a 30 anos,2021-10-13,2021-10-18,2021-11-08,2021-10-23,TAM,Latam Airlines (Tam),Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Loja física,Finalizada não avaliada,Não Avaliada,0
3569,N,PA,Belém,F,entre 21 a 30 anos,2021-12-21,2021-12-23,2021-12-27,2021-12-31,GLO,Gol Linhas Aéreas,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada avaliada,Resolvida,4
3570,S,RS,Igrejinha,F,entre 21 a 30 anos,2021-10-13,2021-10-19,2021-10-29,2021-10-23,GLO,Gol Linhas Aéreas,SAC - Dificuldadede de contato / acesso,Internet,Finalizada avaliada,Resolvida,4
3571,N,PA,Monte Alegre,M,até 20 anos,2021-12-21,2021-12-23,2022-01-13,2021-12-31,GLO,Gol Linhas Aéreas,Atraso de voo,Internet,Finalizada não avaliada,Não Avaliada,0
3572,S,RS,Novo Hamburgo,F,entre 21 a 30 anos,2021-12-21,2021-12-31,2022-01-06,2021-12-31,IPM,Itapemirim Transportes Aéreos,"Falta de informação sobre atraso, cancelamento ou interrupção de voo",Internet,Finalizada avaliada,Resolvida,5
3573,NE,PI,Teresina,F,entre 31 a 40 anos,2021-12-21,2021-12-23,2022-01-13,2021-12-31,TAM,Latam Airlines (Tam),Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Não comprei / contratei,Finalizada não avaliada,Não Avaliada,0
3574,S,RS,Guaíba,F,entre 31 a 40 anos,2021-12-21,2021-12-23,2022-01-11,2021-12-31,X01,Aerolíneas Argentinas,Informações incompletas / inadequadas sobre o serviço,Internet,Finalizada avaliada,Não Resolvida,1
3575,N,AM,Manaus,F,entre 31 a 40 anos,2021-12-21,2021-12-30,2022-01-06,2021-12-31,TAM,Latam Airlines (Tam),Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,Finalizada avaliada,Não Resolvida,1
3576,CO,DF,Brasília,F,entre 21 a 30 anos,2021-10-13,2021-10-21,2021-11-10,2021-10-23,TAM,Latam Airlines (Tam),Produto entregue incompleto / diferente do  pedido / danificado,Não comprei / contratei,Finalizada avaliada,Resolvida,5
3577,S,RS,Santa Maria,F,entre 31 a 40 anos,2021-10-13,2021-10-14,2021-10-14,2021-10-23,X14,KLM,Má qualidade no atendimento presencial ou outros canais (exceto SAC),Internet,Finalizada avaliada,Não Resolvida,5
3578,S,RS,Novo Hamburgo,F,entre 31 a 40 anos,2021-10-13,2021-10-19,2021-11-08,2021-10-23,GLO,Gol Linhas Aéreas,Dificuldade / demora para alterar o contrato de serviço (alteração de voo),Internet,Finalizada avaliada,Resolvida,2
3579,NE,SE,Aracaju,M,entre 31 a 40 anos,2021-12-21,2021-12-23,2022-01-13,2021-12-31,GLO,Gol Linhas Aéreas,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Internet,Finalizada não avaliada,Não Avaliada,0
3580,CO,DF,Brasília,F,entre 51 a 60 anos,2021-12-21,,2022-01-20,2021-12-31,IPM,Itapemirim Transportes Aéreos,Dificuldade de contato / acesso a outros canais (exceto SAC),Internet,Finalizada avaliada,Não Resolvida,1
3581,S,RS,Porto Alegre,F,entre 31 a 40 anos,2021-12-21,2021-12-23,2022-01-13,2021-12-31,GLO,Gol Linhas Aéreas,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada não avaliada,Não Avaliada,0
3582,N,AM,Manaus,M,entre 31 a 40 anos,2021-12-21,2021-12-23,2022-01-13,2021-12-31,TAM,Latam Airlines (Tam),Dificuldade de acesso a dados pessoais ou financeiros,Telefone,Finalizada não avaliada,Não Avaliada,0
3583,CO,DF,Brasília,M,entre 31 a 40 anos,2021-10-14,2021-10-20,2021-11-09,2021-10-24,GLO,Gol Linhas Aéreas,SAC - Dificuldadede de contato / acesso,Internet,Finalizada avaliada,Resolvida,3
3584,N,PA,Vila dos Cabanos,M,entre 31 a 40 anos,2021-10-14,2021-10-20,2021-10-20,2021-10-24,GLO,Gol Linhas Aéreas,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Internet,Finalizada avaliada,Resolvida,5
3585,CO,DF,Brasília,F,entre 51 a 60 anos,2021-12-21,2021-12-23,2022-01-10,2021-12-31,GLO,Gol Linhas Aéreas,"Extravio/ avaria de bagagem, carga, correspondência (ressarcimento, indenizações)",Internet,Finalizada avaliada,Não Resolvida,1
3586,CO,MS,Campo Grande,F,mais de 70 anos,2021-10-14,2021-10-20,2021-11-10,2021-10-24,GLO,Gol Linhas Aéreas,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada não avaliada,Não Avaliada,0
3587,S,RS,Porto Alegre,M,entre 21 a 30 anos,2021-12-21,2021-12-28,2021-12-29,2021-12-31,TAM,Latam Airlines (Tam),Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada avaliada,Resolvida,5
3588,NE,RN,Natal,F,entre 51 a 60 anos,2021-12-21,2021-12-23,2022-01-13,2021-12-31,GLO,Gol Linhas Aéreas,Dificuldade de contato / acesso a outros canais (exceto SAC),Internet,Finalizada não avaliada,Não Avaliada,0
3589,CO,DF,Brasília,F,entre 31 a 40 anos,2021-10-14,2021-10-18,2021-11-08,2021-10-24,TAM,Latam Airlines (Tam),Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Não comprei / contratei,Finalizada não avaliada,Não Avaliada,0
3590,CO,DF,Brasília,F,entre 41 a 50 anos,2021-12-21,2021-12-28,2022-01-07,2021-12-31,X19,TAP Air Portugal,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada avaliada,Não Resolvida,1
3591,NE,MA,São José de Ribamar,M,entre 21 a 30 anos,2021-10-14,2021-10-20,2021-11-10,2021-10-24,GLO,Gol Linhas Aéreas,Dificuldade / demora para alterar o contrato de serviço (alteração de voo),Internet,Finalizada não avaliada,Não Avaliada,0
3592,CO,DF,Brasília,M,entre 31 a 40 anos,2021-12-21,2021-12-29,2022-01-19,2021-12-31,TAM,Latam Airlines (Tam),Cancelamento de voo,Internet,Finalizada não avaliada,Não Avaliada,0
3593,CO,DF,Brasília,M,entre 51 a 60 anos,2021-12-21,,2022-01-03,2021-12-31,IPM,Itapemirim Transportes Aéreos,Cancelamento de voo,Internet,Finalizada avaliada,Não Resolvida,1
3594,NE,SE,Aracaju,M,entre 51 a 60 anos,2021-10-14,2021-10-20,2021-11-07,2021-10-24,GLO,Gol Linhas Aéreas,Dificuldade de contato / acesso a outros canais (exceto SAC),Internet,Finalizada avaliada,Não Resolvida,2
3595,CO,DF,Brasília,F,entre 41 a 50 anos,2021-12-21,2021-12-27,2022-01-17,2021-12-31,AZU,Azul Linhas Aéreas,Cobrança indevida / abusiva para alterar ou cancelar o contrato,Internet,Finalizada não avaliada,Não Avaliada,0
3596,N,PA,Canaã dos Carajás,M,entre 51 a 60 anos,2021-12-21,2021-12-27,2022-01-17,2021-12-31,GLO,Gol Linhas Aéreas,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada não avaliada,Não Avaliada,0
3597,CO,DF,Brasília,F,entre 21 a 30 anos,2021-12-21,2021-12-30,2022-01-20,2021-12-31,TAM,Latam Airlines (Tam),"Cobrança de tarifas, taxas, valores não previstos / não informados",Internet,Finalizada não avaliada,Não Avaliada,0
3598,N,AM,Manaus,M,entre 21 a 30 anos,2021-12-22,2021-12-27,2022-01-16,2022-01-01,GLO,Gol Linhas Aéreas,Dificuldade / demora para cancelar o serviço,Internet,Finalizada avaliada,Resolvida,5
3599,CO,DF,Brasília,M,mais de 70 anos,2021-12-22,2022-01-01,2022-01-22,2022-01-01,IPM,Itapemirim Transportes Aéreos,Oferta não cumprida / serviço não fornecido/ venda enganosa / publicidade enganosa,Internet,Finalizada não avaliada,Não Avaliada,0
3600,CO,DF,Brasília,F,entre 31 a 40 anos,2021-12-22,2021-12-30,2022-01-07,2022-01-01,TAM,Latam Airlines (Tam),Cobrança por serviço/produto não contratado / não reconhecido / não solicitado,Internet,Finalizada avaliada,Resolvida,2
3601,CO,MT,Barra do Garças,M,entre 31 a 40 anos,2021-10-14,2021-10-23,2021-11-13,2021-10-24,X08,Avianca - Voos internacionais,"Cobrança de tarifas, taxas, valores não previstos / não informados",Internet,Finalizada não avaliada,Não Avaliada,0
3602,N,PA,Belém,M,entre 31 a 40 anos,2021-12-22,2021-12-28,2022-01-15,2022-01-01,AZU,Azul Linhas Aéreas,"Extravio/ avaria de bagagem, carga, correspondência (ressarcimento, indenizações)",Não comprei / contratei,Finalizada avaliada,Resolvida,2
3603,N,AP,Macapá,F,entre 41 a 50 anos,2021-10-14,2021-10-20,2021-10-20,2021-10-24,GLO,Gol Linhas Aéreas,SAC - Dificuldadede de contato / acesso,Internet,Finalizada avaliada,Não Resolvida,1
3604,N,TO,Gurupi,F,entre 21 a 30 anos,2021-12-22,2021-12-27,2022-01-17,2022-01-01,TAM,Latam Airlines (Tam),SAC - Demanda não resolvida / não respondida / respondida após o prazo,Internet,Finalizada não avaliada,Não Avaliada,0
3605,CO,DF,Brasília,F,entre 31 a 40 anos,2021-12-22,2021-12-27,2022-01-17,2022-01-01,GLO,Gol Linhas Aéreas,Informações incompletas / inadequadas sobre o serviço,Internet,Finalizada não avaliada,Não Avaliada,0
3606,N,PA,Belém,F,entre 51 a 60 anos,2021-12-22,2021-12-27,2022-01-17,2022-01-01,GLO,Gol Linhas Aéreas,SAC - Demanda não resolvida / não respondida / respondida após o prazo,Internet,Finalizada não avaliada,Não Avaliada,0
3607,CO,DF,Brasília,M,entre 21 a 30 anos,2021-12-22,2022-01-01,2022-01-04,2022-01-01,IPM,Itapemirim Transportes Aéreos,Cancelamento indevido da passagem de volta,Internet,Finalizada avaliada,Não Resolvida,1
3608,CO,DF,Brasília,M,entre 21 a 30 anos,2021-12-22,2022-01-01,2022-01-22,2022-01-01,IPM,Itapemirim Transportes Aéreos,Cancelamento de voo,Internet,Finalizada não avaliada,Não Avaliada,0
3609,NE,PI,Pedro II,F,entre 31 a 40 anos,2021-10-14,2021-10-20,2021-11-05,2021-10-24,GLO,Gol Linhas Aéreas,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada avaliada,Resolvida,4
3610,CO,DF,Brasília,M,entre 41 a 50 anos,2021-12-22,2021-12-29,2021-12-30,2022-01-01,X19,TAP Air Portugal,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada avaliada,Não Resolvida,1
3611,CO,DF,Brasília,F,entre 21 a 30 anos,2021-12-22,2021-12-27,2021-12-27,2022-01-01,GLO,Gol Linhas Aéreas,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada avaliada,Resolvida,5
3612,NE,RN,Caicó,M,entre 61 a 70 anos,2021-10-14,2021-10-22,2021-11-12,2021-10-24,TAM,Latam Airlines (Tam),"Dificuldade para contratar o serviço (problema operacionais, acesso aos canais de venda etc)",Não comprei / contratei,Finalizada não avaliada,Não Avaliada,0
3613,CO,DF,Brasília,F,entre 51 a 60 anos,2021-10-14,2021-10-16,2021-10-28,2021-10-24,TAM,Latam Airlines (Tam),Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada avaliada,Não Resolvida,1
3614,NE,AL,Água Branca,F,entre 41 a 50 anos,2021-12-22,2022-01-01,2022-01-22,2022-01-01,IPM,Itapemirim Transportes Aéreos,"Falta de informação sobre atraso, cancelamento ou interrupção de voo",Internet,Finalizada não avaliada,Não Avaliada,0
3615,S,RS,Est?ncia Velha,M,entre 41 a 50 anos,2021-12-22,2021-12-27,2022-01-12,2022-01-01,GLO,Gol Linhas Aéreas,Cancelamento de voo,Internet,Finalizada avaliada,Não Resolvida,1
3616,NE,RN,Tibau do Sul,M,entre 21 a 30 anos,2021-12-22,2022-01-01,2022-01-19,2022-01-01,IPM,Itapemirim Transportes Aéreos,"Falta de informação sobre atraso, cancelamento ou interrupção de voo",Internet,Finalizada avaliada,Não Resolvida,1
3617,CO,DF,Brasília,F,entre 41 a 50 anos,2021-12-22,2022-01-01,2022-01-13,2022-01-01,IPM,Itapemirim Transportes Aéreos,Atraso de voo,Internet,Finalizada avaliada,Não Resolvida,1
3618,CO,DF,Brasília,M,entre 31 a 40 anos,2021-12-22,2022-01-01,2022-01-22,2022-01-01,IPM,Itapemirim Transportes Aéreos,Dificuldade / atraso na devolução de valores pagos / reembolso / retenção de valores,Internet,Finalizada não avaliada,Não Avaliada,0
3619,CO,DF,Brasília,F,entre 51 a 60 anos,2021-12-22,2021-12-27,2022-01-17,2022-01-01,TAM,Latam Airlines (Tam),Serviço não realizado no prazo ou incompleto,Telefone,Finalizada não avaliada,Não Avaliada,0
3620,N,AM,Manaus,F,entre 41 a 50 anos,2021-12-22,2021-12-29,2022-01-19,2022-01-01,AZU,Azul Linhas Aéreas,SAC - Dificuldadede de contato / acesso,Internet,Finalizada não avaliada,Não Avaliada,0
